frame.number|ip.src|ip.dst|_ws.col.protocol|frame.len|kerberos.CNameString|kerberos.realm|kerberos.SNameString|ntlmssp.auth.username|ntlmssp.auth.domain|ntlmssp.auth.hostname
15728|10.1.17.215|10.1.17.2|KRB5|507||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,ldap,win-gsh54qlw48d.bluemoontuesday.com,bluemoontuesday.com|||
15731|10.1.17.2|10.1.17.215|KRB5|479|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com,bluemoontuesday.com|||
15737|10.1.17.215|10.1.17.2|LDAP|748||BLUEMOONTUESDAY.COM|ldap,win-gsh54qlw48d.bluemoontuesday.com,bluemoontuesday.com|||
15739|10.1.17.2|10.1.17.215|LDAP|264||||||
15740|10.1.17.215|10.1.17.2|LDAP|129||||||
15983|10.1.17.215|10.1.17.255|BROWSER|228||||||
15984|10.1.17.215|10.1.17.255|BROWSER|243||||||
16024|10.1.17.215|10.1.17.255|BROWSER|228||||||
16065|10.1.17.215|10.1.17.2|DCERPC|214||||||
16066|10.1.17.2|10.1.17.215|DCERPC|162||||||
16067|10.1.17.215|10.1.17.2|EPM|222||||||
16068|10.1.17.2|10.1.17.215|EPM|322||||||
16075|10.1.17.215|10.1.17.2|KRB5|301|desktop-l8c5gsj$|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16076|10.1.17.2|10.1.17.215|KRB5|298||BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16087|10.1.17.215|10.1.17.2|KRB5|381|desktop-l8c5gsj$|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16089|10.1.17.2|10.1.17.215|KRB5|445|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16098|10.1.17.215|10.1.17.2|KRB5|507||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16101|10.1.17.2|10.1.17.215|KRB5|479|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16107|10.1.17.215|10.1.17.2|DCERPC|869||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16109|10.1.17.2|10.1.17.215|DCERPC|338||||||
16110|10.1.17.215|10.1.17.2|DCERPC|274||||||
16111|10.1.17.2|10.1.17.215|DCERPC|159||||||
16112|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
16113|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
16114|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
16115|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
16116|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
16117|10.1.17.2|10.1.17.215|DRSUAPI|418||||||
16118|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
16119|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
16123|10.1.17.215|10.1.17.2|DCERPC|214||||||
16124|10.1.17.2|10.1.17.215|DCERPC|162||||||
16125|10.1.17.215|10.1.17.2|EPM|222||||||
16126|10.1.17.2|10.1.17.215|EPM|322||||||
16134|10.1.17.215|10.1.17.2|KRB5|486||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,LDAP,WIN-GSH54QLW48D.bluemoontuesday.com|||
16137|10.1.17.2|10.1.17.215|KRB5|453|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com|||
16143|10.1.17.215|10.1.17.2|DCERPC|803||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com|||
16145|10.1.17.2|10.1.17.215|DCERPC|338||||||
16146|10.1.17.215|10.1.17.2|DCERPC|274||||||
16147|10.1.17.2|10.1.17.215|DCERPC|159||||||
16148|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
16149|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
16151|10.1.17.215|10.1.17.2|DRSUAPI|498||||||
16152|10.1.17.2|10.1.17.215|DRSUAPI|178||||||
16153|10.1.17.215|10.1.17.2|DRSUAPI|466||||||
16154|10.1.17.2|10.1.17.215|DRSUAPI|178||||||
16155|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
16156|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
16160|10.1.17.215|10.1.17.255|BROWSER|228||||||
16201|10.1.17.215|10.1.17.255|BROWSER|228||||||
16212|10.1.17.215|10.1.17.255|BROWSER|240||||||
16213|10.1.17.215|10.1.17.255|BROWSER|240||||||
16214|10.1.17.215|10.1.17.255|BROWSER|240||||||
16215|10.1.17.215|10.1.17.255|BROWSER|240||||||
16884|10.1.17.215|10.1.17.2|DCERPC|214||||||
16885|10.1.17.2|10.1.17.215|DCERPC|162||||||
16886|10.1.17.215|10.1.17.2|EPM|222||||||
16887|10.1.17.2|10.1.17.215|EPM|322||||||
16894|10.1.17.215|10.1.17.2|KRB5|296|shutchenson|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16895|10.1.17.2|10.1.17.215|KRB5|270||BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16902|10.1.17.215|10.1.17.2|KRB5|376|shutchenson|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16904|10.1.17.2|10.1.17.215|KRB5|399|shutchenson|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
16913|10.1.17.215|10.1.17.2|KRB5|489||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16916|10.1.17.2|10.1.17.215|KRB5|461|shutchenson|BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16922|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16924|10.1.17.2|10.1.17.215|DCERPC|338||||||
16925|10.1.17.215|10.1.17.2|DCERPC|274||||||
16926|10.1.17.2|10.1.17.215|DCERPC|159||||||
16927|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
16928|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
16929|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
16930|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
16931|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
16932|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
16933|10.1.17.215|10.1.17.2|EPM|222||||||
16934|10.1.17.2|10.1.17.215|EPM|322||||||
16935|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
16936|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
16937|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
16938|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
16939|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
16940|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
16950|10.1.17.215|10.1.17.2|LDAP|404||||||
16952|10.1.17.2|10.1.17.215|LDAP|1450||||||
16955|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16957|10.1.17.2|10.1.17.215|LDAP|264||||||
16958|10.1.17.215|10.1.17.2|LDAP|238||||||
16959|10.1.17.2|10.1.17.215|LDAP|262||||||
16960|10.1.17.215|10.1.17.2|LDAP|243||||||
16961|10.1.17.2|10.1.17.215|LDAP|220||||||
16962|10.1.17.215|10.1.17.2|LDAP|237||||||
16963|10.1.17.2|10.1.17.215|LDAP|273||||||
16968|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
16970|10.1.17.2|10.1.17.215|LDAP|264||||||
16971|10.1.17.215|10.1.17.2|LDAP|172||||||
16974|10.1.17.2|10.1.17.215|LDAP|330||||||
16976|10.1.17.215|10.1.17.2|LDAP|312||||||
16977|10.1.17.2|10.1.17.215|LDAP|340||||||
16978|10.1.17.215|10.1.17.2|LDAP|129||||||
16981|10.1.17.215|10.1.17.2|LDAP|129||||||
17029|10.1.17.215|10.1.17.2|DCERPC|214||||||
17030|10.1.17.2|10.1.17.215|DCERPC|162||||||
17031|10.1.17.215|10.1.17.2|EPM|222||||||
17032|10.1.17.2|10.1.17.215|EPM|418||||||
17040|10.1.17.215|10.1.17.2|KRB5|511||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,netlogon,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17043|10.1.17.2|10.1.17.215|KRB5|503|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|netlogon,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17049|10.1.17.215|10.1.17.2|DCERPC|803||BLUEMOONTUESDAY.COM|netlogon,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17051|10.1.17.2|10.1.17.215|DCERPC|308||||||
17052|10.1.17.215|10.1.17.2|DCERPC|227||||||
17053|10.1.17.2|10.1.17.215|DCERPC|118||||||
17054|10.1.17.215|10.1.17.2|RPC_NETLOGON|450||||||
17055|10.1.17.2|10.1.17.215|DCERPC|86||||||
17062|10.1.17.215|10.1.17.2|DCERPC|126||||||
17063|10.1.17.2|10.1.17.215|DCERPC|110||||||
17064|10.1.17.215|10.1.17.2|RPC_NETLOGON|254||||||
17065|10.1.17.2|10.1.17.215|RPC_NETLOGON|90||||||
17066|10.1.17.215|10.1.17.2|RPC_NETLOGON|322||||||
17067|10.1.17.2|10.1.17.215|RPC_NETLOGON|98||||||
17068|10.1.17.215|10.1.17.2|DCERPC|212||||||
17069|10.1.17.2|10.1.17.215|DCERPC|130||||||
17070|10.1.17.215|10.1.17.2|RPC_NETLOGON|350||||||
17071|10.1.17.2|10.1.17.215|RPC_NETLOGON|174||||||
17072|10.1.17.215|10.1.17.2|RPC_NETLOGON|350||||||
17073|10.1.17.2|10.1.17.215|RPC_NETLOGON|174||||||
17074|10.1.17.215|10.1.17.2|RPC_NETLOGON|1038||||||
17075|10.1.17.2|10.1.17.215|RPC_NETLOGON|1118||||||
17111|10.1.17.215|10.1.17.2|DCERPC|214||||||
17112|10.1.17.2|10.1.17.215|DCERPC|162||||||
17113|10.1.17.215|10.1.17.2|EPM|222||||||
17114|10.1.17.2|10.1.17.215|EPM|322||||||
17119|10.1.17.215|10.1.17.2|DCERPC|869||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17121|10.1.17.2|10.1.17.215|DCERPC|338||||||
17122|10.1.17.215|10.1.17.2|DCERPC|274||||||
17123|10.1.17.2|10.1.17.215|DCERPC|159||||||
17124|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
17125|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
17126|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
17127|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
17128|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
17129|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
17130|10.1.17.215|10.1.17.2|EPM|222||||||
17131|10.1.17.2|10.1.17.215|EPM|322||||||
17132|10.1.17.215|10.1.17.2|DRSUAPI|258||||||
17133|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
17134|10.1.17.215|10.1.17.2|DRSUAPI|338||||||
17135|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
17136|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
17137|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
17141|10.1.17.215|10.1.17.2|LDAP|404||||||
17143|10.1.17.2|10.1.17.215|LDAP|1450||||||
17146|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17148|10.1.17.2|10.1.17.215|LDAP|264||||||
17149|10.1.17.215|10.1.17.2|LDAP|238||||||
17150|10.1.17.2|10.1.17.215|LDAP|262||||||
17151|10.1.17.215|10.1.17.2|LDAP|243||||||
17152|10.1.17.2|10.1.17.215|LDAP|220||||||
17153|10.1.17.215|10.1.17.2|LDAP|237||||||
17154|10.1.17.2|10.1.17.215|LDAP|273||||||
17159|10.1.17.215|10.1.17.2|LDAP|760||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17161|10.1.17.2|10.1.17.215|LDAP|264||||||
17162|10.1.17.215|10.1.17.2|LDAP|172||||||
17165|10.1.17.2|10.1.17.215|LDAP|330||||||
17167|10.1.17.215|10.1.17.2|LDAP|312||||||
17168|10.1.17.2|10.1.17.215|LDAP|340||||||
17169|10.1.17.215|10.1.17.2|LDAP|129||||||
17171|10.1.17.215|10.1.17.2|LDAP|129||||||
17190|10.1.17.215|10.1.17.2|SMB|213||||||
17198|10.1.17.215|10.1.17.2|KRB5|480||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
17201|10.1.17.2|10.1.17.215|KRB5|453|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
17210|10.1.17.215|10.1.17.2|KRB5|271||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,krbtgt,BLUEMOONTUESDAY.COM|||
17213|10.1.17.2|10.1.17.215|KRB5|301|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM|||
17220|10.1.17.215|10.1.17.2|SMB2|936||BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com|||
17222|10.1.17.2|10.1.17.215|SMB2|314||||||
17234|10.1.17.215|10.1.17.2|DCERPC|214||||||
17235|10.1.17.2|10.1.17.215|DCERPC|162||||||
17236|10.1.17.215|10.1.17.2|EPM|222||||||
17237|10.1.17.2|10.1.17.215|EPM|322||||||
17242|10.1.17.215|10.1.17.2|DCERPC|851||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17244|10.1.17.2|10.1.17.215|DCERPC|338||||||
17245|10.1.17.215|10.1.17.2|DCERPC|274||||||
17246|10.1.17.2|10.1.17.215|DCERPC|159||||||
17247|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
17248|10.1.17.2|10.1.17.215|DRSUAPI|258||||||
17249|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
17250|10.1.17.2|10.1.17.215|DRSUAPI|450||||||
17252|10.1.17.215|10.1.17.2|DRSUAPI|322||||||
17254|10.1.17.2|10.1.17.215|DRSUAPI|418||||||
17255|10.1.17.215|10.1.17.2|DRSUAPI|194||||||
17256|10.1.17.2|10.1.17.215|DRSUAPI|194||||||
17263|10.1.17.215|10.1.17.2|LDAP|404||||||
17264|10.1.17.215|10.1.17.2|LDAP|404||||||
17266|10.1.17.2|10.1.17.215|LDAP|1450||||||
17268|10.1.17.2|10.1.17.215|LDAP|1450||||||
17272|10.1.17.215|10.1.17.2|LDAP|736||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17274|10.1.17.215|10.1.17.2|LDAP|736||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17277|10.1.17.2|10.1.17.215|LDAP|264||||||
17278|10.1.17.2|10.1.17.215|LDAP|264||||||
17279|10.1.17.215|10.1.17.2|LDAP|259||||||
17280|10.1.17.2|10.1.17.215|LDAP|600||||||
17287|10.1.17.215|10.1.17.2|LDAP|742||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17290|10.1.17.215|10.1.17.2|KRB5|455||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,DESKTOP-L8C5GSJ$|||
17293|10.1.17.2|10.1.17.215|LDAP|264||||||
17294|10.1.17.215|10.1.17.2|LDAP|262||||||
17296|10.1.17.2|10.1.17.215|KRB5|403|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|DESKTOP-L8C5GSJ$|||
17297|10.1.17.2|10.1.17.215|LDAP|247||||||
17302|10.1.17.215|10.1.17.2|LDAP|267||||||
17303|10.1.17.2|10.1.17.215|LDAP|241||||||
17304|10.1.17.215|10.1.17.2|LDAP|684||||||
17305|10.1.17.2|10.1.17.215|LDAP|140||||||
17306|10.1.17.215|10.1.17.2|LDAP|259||||||
17307|10.1.17.2|10.1.17.215|LDAP|600||||||
17312|10.1.17.215|10.1.17.2|LDAP|736||BLUEMOONTUESDAY.COM|LDAP,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17314|10.1.17.2|10.1.17.215|LDAP|264||||||
17315|10.1.17.215|10.1.17.2|LDAP|262||||||
17316|10.1.17.2|10.1.17.215|LDAP|247||||||
17317|10.1.17.215|10.1.17.2|LDAP|267||||||
17318|10.1.17.2|10.1.17.215|LDAP|241||||||
17319|10.1.17.215|10.1.17.2|LDAP|687||||||
17320|10.1.17.2|10.1.17.215|LDAP|1339||||||
17321|10.1.17.215|10.1.17.2|LDAP|129||||||
17324|10.1.17.215|10.1.17.2|LDAP|129||||||
17331|10.1.17.215|10.1.17.2|KRB5|501||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,cifs,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17334|10.1.17.2|10.1.17.215|KRB5|479|DESKTOP-L8C5GSJ$|BLUEMOONTUESDAY.COM|cifs,WIN-GSH54QLW48D.bluemoontuesday.com,bluemoontuesday.com|||
17343|10.1.17.215|10.1.17.2|KRB5|273||BLUEMOONTUESDAY.COM,BLUEMOONTUESDAY.COM|krbtgt,BLUEMOONTUESDAY.COM,krbtgt,BLUEMOONTUESDAY.COM|||
